3,-4.9237e-09
3,3.3756e-10
3,-3.0056e-08
3,-1.4728e-08
3,-0.00012483
3,0.00026474
3,-6.5002e-05
3,1.3786e-06
3,0.00016459
3,0.00023831
3,-0.00031355
1.9279,0.00017695
-3,0.011476
3,-0.01142
-2.2509,-0.0015737
3,-0.0013325
-0.3734,6.9358e-05
-3,0.013017
3,-0.01262
-2.5995,-0.0017162
3,-0.00093207
-0.42331,0.00017821
-3,0.013136
3,-0.012394
-2.5925,-0.0016585
3,-0.00075348
-0.41868,0.00022383
-3,0.013163
3,-0.012294
-2.5868,-0.0016343
3,-0.00069014
-0.41666,0.00023981
-3,0.013172
3,-0.012258
-2.585,-0.0016256
3,-0.00066821
-0.41603,0.00024542
-3,0.013174
3,-0.012245
-2.5845,-0.0016225
3,-0.00066057
-0.41585,0.00024738
-3,0.013175
3,-0.012241
-2.5843,-0.0016215
3,-0.00065805
-0.41579,0.00024805
-3,0.013175
3,-0.012239
-2.5843,-0.0016211
1.2429,-0.47698
-3,-0.13265
-3,0.22633
2.8811,-0.64049
3,-0.43413
0.067738,-0.13675
-3,-0.046467
3,-0.073336
-2.3768,-0.019148
3,-0.050475
-0.48209,-0.012992
-3,0.013303
3,-0.045167
-2.3804,-0.010257
3,-0.017696
-0.48175,-0.00416
-3,0.014826
3,-0.024241
-2.4307,-0.0048453
3,-0.006682
-0.51071,-0.00094474
-3,0.015383
3,-0.017577
-2.458,-0.0029412
3,-0.0028213
-0.5237,-0.00011412
-3,0.015524
3,-0.0159
-2.4671,-0.0018488
3,-0.0017211
-0.52778,0.00039196
-3,0.015619
3,-0.014698
-2.4697,-0.0021236
3,-0.001223
-0.52894,0.00031632
-3,0.015602
3,-0.014439
-2.4704,-0.0020504
3,-0.0010746
-0.52925,-0.0011447
-3,0.017188
3,-0.014184
-2.4709,-0.0066251
3,0.0033335
-0.52891,4.2798e-05
-3,-0.015528
3,0.017452
-2.4705,0.0022851
3,0.0026094
-0.5293,-0.00015224
-3,-0.015567
3,0.015737
-2.4707,0.0018016
3,0.00146
-0.52937,-0.00025237
-3,-0.015588
3,0.01464
-2.4707,0.0021069
3,0.001188
