-124.3,-10.665,-128.3,-21.87
-120.96,-10.328,-125.04,-21.446
-117.61,-9.9913,-121.79,-21.023
-114.27,-9.6545,-118.53,-20.599
-110.93,-9.3176,-115.27,-20.175
-107.58,-8.9808,-112.01,-19.752
-104.24,-8.6439,-108.76,-19.328
-100.89,-8.3071,-105.5,-18.904
-97.551,-7.9703,-102.24,-18.481
-94.207,-7.6334,-98.984,-18.057
-90.863,-7.2966,-95.726,-17.633
-87.519,-6.9597,-92.469,-17.209
-84.176,-6.6229,-89.212,-16.786
-80.832,-6.2861,-85.954,-16.362
-77.488,-5.9492,-82.697,-15.938
-74.145,-5.6124,-79.439,-15.515
-70.801,-5.2755,-76.182,-15.091
-67.457,-4.9387,-72.925,-14.667
-64.114,-4.6018,-69.667,-14.244
-60.77,-4.265,-66.41,-13.82
-20.27,-92.17,-28.12,-98.77
-21.579,-89.115,-29.44,-95.841
-22.887,-86.06,-30.761,-92.911
-24.196,-83.004,-32.081,-89.982
-25.504,-79.949,-33.401,-87.053
-26.813,-76.894,-34.722,-84.123
-28.122,-73.839,-36.042,-81.194
-29.43,-70.784,-37.362,-78.265
-30.739,-67.729,-38.683,-75.336
-32.048,-64.673,-40.003,-72.406
-33.356,-61.618,-41.323,-69.477
-34.665,-58.563,-42.644,-66.548
-35.973,-55.508,-43.964,-63.618
-37.282,-52.453,-45.284,-60.689
-38.591,-49.398,-46.605,-57.76
-39.899,-46.342,-47.925,-54.83
-41.208,-43.287,-49.246,-51.901
-42.517,-40.232,-50.566,-48.972
-43.825,-37.177,-51.886,-46.042
-45.134,-34.122,-53.207,-43.113
-46.442,-31.067,-54.527,-40.184
-47.751,-28.011,-55.847,-37.254
-49.06,-24.956,-57.168,-34.325
-50.368,-21.901,-58.488,-31.396
-51.677,-18.846,-59.808,-28.467
-52.986,-15.791,-61.129,-25.537
-54.294,-12.736,-62.449,-22.608
-55.603,-9.6803,-63.769,-19.679
-56.911,-6.6252,-65.09,-16.749
-58.22,-3.57,-66.41,-13.82
