56.951,-59.797
55.61,-58.923
56.201,-57.581
55.165,-56.945
55.821,-56.881
56.03,-56.948
56.307,-56.818
55.476,-56.423
54.981,-56.356
55.638,-56.436
56.504,-55.484
56.571,-55.629
56.942,-55.597
56.142,-55.354
56.332,-55.282
56.451,-55.072
57.02,-55.152
57.621,-55.016
56.265,-54.718
57.587,-54.594
57.729,-54.765
57.826,-54.099
55.867,-54.537
58.09,-54.06
62.063,-53.792
57.838,-54.289
58.051,-54.075
57.46,-53.843
57.543,-53.833
57.754,-53.766
62.237,-53.531
57.223,-54.052
57.967,-53.902
58.13,-53.803
62.341,-53.661
57.893,-53.977
58.083,-53.717
57.687,-53.404
57.306,-53.352
57.764,-53.486
57.673,-53.495
57.842,-53.643
57.644,-53.196
59.29,-52.775
57.677,-53.112
59.569,-52.969
57.806,-53.247
58.989,-52.465
58.899,-52.554
58.975,-52.074
59.62,-52.212
58.935,-52.138
59.429,-52.269
58.743,-50.422
58.087,-50.105
57.972,-50.213
58.272,-50.232
57.867,-50.328
57.003,-50.02
57.387,-49.956
58.335,-50.006
58.567,-49.957
58.35,-49.869
57.116,-49.647
57.421,-49.405
57.187,-49.591
57.331,-49.547
57.297,-48.911
57.157,-49.219
56.795,-49.137
57.35,-49.039
57.416,-49.053
57.205,-48.871
57.259,-48.578
66.13,-48.111
57.122,-48.577
56.943,-48.313
57.094,-48.329
57.299,-48.113
57.05,-48.345
57.336,-48.293
20.142,-50.115
23.071,-49.945
23.423,-49.937
23.851,-49.917
23.048,-49.953
23.52,-49.951
23.922,-49.914
25.925,-49.814
56.964,-47.767
23.137,-49.94
23.493,-49.944
23.812,-49.916
24.235,-49.894
24.658,-49.906
25.027,-49.881
25.437,-49.864
25.831,-49.885
57.14,-47.837
57.235,-47.962
56.323,-47.378
15.957,-50.235
16.331,-50.208
16.649,-50.174
17.008,-50.136
17.435,-50.109
17.871,-50.126
18.263,-50.113
18.64,-50.093
19.039,-50.066
19.45,-50.047
19.88,-50.031
20.207,-50.027
23.923,-49.839
16.248,-50.184
16.628,-50.159
17.039,-50.125
17.458,-50.134
17.897,-50.116
18.273,-50.084
18.655,-50.093
19.045,-50.061
19.448,-50.049
19.868,-50.043
20.207,-50.021
20.451,-49.972
