52.599,0.41183
51.318,-0.18753
51.996,0.41956
51.003,-0.1599
51.662,0.38394
51.866,0.48085
52.152,0.61425
51.347,-0.59267
50.859,-0.085292
51.508,0.048275
52.435,-0.75813
52.492,0.40848
52.864,0.66276
52.082,-0.1665
52.276,0.10125
52.409,0.37189
52.972,0.62697
53.581,0.61764
52.247,-0.50144
53.574,0.61511
53.705,0.6617
53.844,-0.17449
51.861,0.045794
54.11,0.086743
58.093,0.073022
53.844,0.57936
54.07,0.64074
53.496,-0.48424
53.579,-0.28386
53.795,-0.24958
58.284,-0.18333
53.246,0.082904
53.998,0.047674
54.168,0.26458
58.378,0.087095
53.919,0.6351
54.126,0.65398
53.752,-0.49602
53.375,-0.29589
53.823,0.076783
53.731,0.63052
53.891,0.82182
53.722,-0.48929
55.392,-0.51066
53.761,0.62687
55.657,0.63711
53.881,0.81947
55.112,0.33234
55.016,0.40203
55.124,0.27154
55.758,0.065123
55.079,0.47683
55.564,0.83622
55,0.62669
54.367,-0.49936
54.244,0.26961
54.543,0.062247
54.132,0.76706
53.29,-0.72174
53.677,-0.4404
54.62,0.2883
54.855,0.054636
54.644,0.60158
53.427,-0.62024
53.748,-0.59147
53.502,-0.28899
53.649,-0.1726
53.656,-0.51864
53.496,-0.28832
53.14,0.040452
53.701,0.20282
53.765,0.58771
53.567,-0.28808
53.64,0.040883
62.523,0.067287
53.504,0.58289
53.342,-0.50366
53.491,0.12906
53.71,0.17224
53.446,0.57817
53.735,0.516
16.502,-0.30621
19.436,-0.16891
19.788,-0.20875
20.216,-0.1641
19.412,0.15025
19.883,0.25903
20.287,0.18705
22.292,0.1701
53.399,0.31162
19.502,0.47808
19.857,0.76548
20.177,0.77248
20.6,0.69851
21.022,0.74724
21.391,0.77062
21.802,0.65122
22.194,0.64994
53.57,0.58018
53.656,0.6199
52.785,-0.50199
12.318,-0.104
12.693,-0.1238
13.012,-0.15431
13.373,-0.19407
13.801,-0.19478
14.235,-0.2199
14.627,-0.1975
15.004,-0.22094
15.405,-0.22189
15.816,-0.20523
16.246,-0.22473
16.573,-0.15955
20.292,-0.18407
12.612,0.18065
12.993,0.22864
13.405,0.21833
13.823,0.23731
14.262,0.23329
14.639,0.22481
15.02,0.24182
15.411,0.24728
15.813,0.16311
16.233,0.21723
16.573,0.20053
16.819,0.22512
19.536,0.24929
19.613,0.27129
20.063,0.13202
53.151,0.088132
53.543,0.29655
10.74,0.674
10.905,0.79142
11.847,0.66398
12.231,0.61105
13.17,0.56164
13.386,0.58844
13.771,0.58999
14.207,0.59211
14.598,0.60544
15.016,0.57597
15.415,0.63787
15.823,0.61017
16.2,0.60801
16.616,0.65984
16.824,0.66528
19.755,0.77668
20.193,0.58708
52.948,0.5816
53.478,0.57409
12.355,0.81524
20.635,0.806
53.255,0.84926
52.636,-0.4703
53.251,0.038807
56.331,-0.29848
52.803,0.13536
52.552,-0.50133
52.385,0.25116
52.758,0.15847
52.868,0.19316
52.118,0.54375
52.589,0.76882
52.84,0.71524
52.427,-0.28545
52.642,0.042532
52.874,0.19179
52.7,0.62782
53.005,0.68333
52.452,0.096902
52.894,0.26917
52.7,0.76689
52.999,0.5569
51.806,-0.45557
52.611,-0.43598
52.962,0.12562
52.422,0.69479
52.714,-0.50872
16.665,-0.056802
16.853,-0.34385
17.721,-0.28899
18.109,-0.29307
52.875,-0.27837
52.791,0.25085
52.584,0.76254
53.098,0.53842
9.5932,-0.058156
9.6954,-0.090186
10.213,-0.17411
10.535,-0.19007
10.91,-0.054259
11.303,-0.21257
12.135,-0.14906
13.788,-0.17281
14.155,-0.19397
14.581,-0.239
15.039,-0.25238
15.415,-0.23052
15.747,-0.22471
16.17,-0.1936
16.732,-0.26189
17.565,-0.22041
17.814,-0.21635
18.297,-0.26013
18.624,-0.2354
9.5431,0.23215
9.8393,0.21785
10.185,0.1512
10.624,0.17152
11.016,0.20685
11.264,0.29723
12.088,0.083591
13.803,0.19912
14.166,0.15018
14.584,0.16644
14.965,0.13235
15.307,0.18534
15.781,0.16319
16.215,0.15419
16.647,0.13992
16.866,0.18952
17.523,0.1605
17.77,0.16407
18.219,0.16977
18.53,0.15659
52.962,0.10646
9.9111,0.56033
10.151,0.60845
10.503,0.41139
10.977,0.56899
11.383,0.59241
11.623,0.74015
13.808,0.55142
14.204,0.57104
14.591,0.57285
14.97,0.57304
15.41,0.54942
15.838,0.56408
16.185,0.55183
16.63,0.55885
17.045,0.58492
17.501,0.54305
17.749,0.46599
18.119,0.46966
18.446,0.49575
52.7,0.55312
52.826,0.76328
15.007,0.84183
21.922,-0.49444
22.2,-0.50878
9.8922,-0.17786
10.159,-0.24284
10.721,-0.23628
10.965,-0.16938
11.299,-0.020273
18.655,-0.20125
18.963,-0.23401
19.885,-0.35374
20.198,-0.21487
20.601,-0.17849
21.012,-0.20975
21.38,-0.20865
21.717,-0.25557
22.179,-0.1836
23.068,-0.20983
23.348,-0.20658
52.606,-0.27632
10.755,0.13967
10.964,0.10353
18.601,0.20771
18.938,0.15593
20.156,0.23003
20.71,0.33365
20.982,0.23935
21.429,0.22081
21.696,0.11252
52.989,0.036113
9.9928,0.47416
10.109,0.40644
18.563,0.61635
18.976,0.66396
19.434,0.65405
19.948,0.52287
20.167,0.61379
20.648,0.54066
20.994,0.55731
21.282,0.44958
53.058,0.55933
19.352,0.80044
57.294,-0.48328
19.076,-0.28043
19.267,-0.22809
52.872,-0.18589
57.987,-0.20147
19.08,0.22012
19.254,0.16882
19.784,0.17648
21.689,0.17862
18.687,0.52605
18.991,0.56644
19.397,0.54769
19.607,0.6107
21.063,0.53856
21.366,0.4585
57.617,-0.47281
19.047,0.18878
21.539,0.23155
21.875,0.053872
51.877,0.034335
19.33,0.70167
20.785,0.72775
20.859,0.71636
21.295,0.44431
51.204,0.53724
20.776,-0.85387
20.852,-0.84966
21.017,-0.60884
19.065,-0.17463
21.175,-0.38993
18.945,0.17083
21.714,0.17786
19.052,0.60975
21.14,0.63823
21.375,0.53807
20.338,-1.091
20.567,-0.9506
20.991,-0.5991
18.751,-0.2858
25.731,-0.35322
18.929,0.24661
52.384,0.022018
18.903,0.56846
25.228,0.73389
51.995,0.52757
25.44,0.81197
19.599,-1.1861
20.223,-1.1346
20.162,-0.64486
18.647,-0.23831
18.816,-0.16786
24.828,-0.24478
25.313,-0.059408
25.888,-0.13998
52.403,-0.25054
18.761,0.15728
18.811,0.050271
24.601,0.026189
25.398,0.36741
26.381,0.037233
52.566,0.27448
18.759,0.56201
18.838,0.55585
25.853,0.44635
53.136,0.65396
14.268,-0.83702
14.578,-0.93763
14.958,-1.0349
15.417,-1.0075
15.779,-1.0101
16.206,-0.99086
16.645,-1.0145
17.005,-1.0021
17.442,-1.0206
17.858,-1.0263
18.17,-1.0289
18.599,-1.0439
19.001,-1.0018
19.225,-1.1899
20.133,-1.0228
22.43,-1.1553
24.089,-1.1768
24.41,-1.1056
24.991,-0.93687
25.27,-1.1233
25.733,-1.0232
26.291,-1.0246
26.739,-0.8075
27.037,-1.007
14.33,-0.44816
14.599,-0.63116
15.047,-0.61299
15.4,-0.60772
15.754,-0.59538
16.188,-0.59542
16.618,-0.56359
17.002,-0.59399
17.423,-0.60665
17.826,-0.60393
18.206,-0.63246
18.576,-0.62233
18.963,-0.60016
20.138,-0.62644
24.035,-0.6085
24.404,-0.55667
24.969,-0.53708
25.357,-0.54051
25.726,-0.61929
26.229,-0.58708
26.662,-0.67982
26.996,-0.60831
27.963,-0.42829
14.785,-0.3541
15.089,-0.368
15.393,-0.36173
16.358,-0.31225
16.414,-0.3746
17.007,-0.33998
17.405,-0.3433
17.782,-0.36361
18.174,-0.3474
18.642,-0.34022
19.138,-0.34563
19.985,-0.26601
20.153,-0.26004
20.481,-0.20937
24.547,-0.24814
25.842,-0.3581
20.149,0.11498
20.974,0.0058523
24.548,0.21623
25.351,0.14611
52.391,0.091829
19.95,0.41694
20.141,0.60665
20.618,0.67155
21.069,0.589
21.261,0.56371
21.839,0.57804
22.032,0.60612
22.72,0.57484
22.82,0.60157
23.976,0.56356
24.456,0.41543
26.018,0.57877
21.84,0.83492
-4.1364,-0.83881
-1.9853,-0.98636
-1.2741,-1.0925
-1.1476,-1.1677
-0.66626,-1.0001
-0.17154,-0.91237
0.085828,-1.0572
0.74395,-1.0778
1.0106,-0.9391
1.3452,-1.1269
1.8068,-1.077
2.227,-1.0414
2.6677,-1.0686
2.9883,-1.1568
4.6427,-0.93578
4.9872,-0.95371
5.4293,-1.11
5.8722,-1.0261
6.159,-0.95698
6.6156,-1.0094
7.0187,-0.98855
7.4019,-0.98301
7.7881,-1.0149
8.1815,-1.0085
8.6271,-0.98468
9.0174,-1.012
9.3665,-0.99683
9.8015,-0.99319
10.215,-1.0258
10.598,-0.99578
11,-1.0291
11.376,-1.0371
11.769,-0.97026
12.196,-0.9983
12.611,-1.0004
12.97,-1.0288
13.823,-0.93656
14.268,-1.0284
14.552,-1.0402
14.988,-1.0285
15.357,-1.1069
15.686,-1.142
20.219,-1.0253
21.191,-1.0809
21.277,-0.84012
21.715,-1.0181
22.163,-0.89357
22.987,-0.97132
23.254,-1.1765
23.883,-0.94834
24.35,-0.83116
27.071,-0.96579
-0.19713,-0.45519
0.61162,-0.587
0.94059,-0.62163
1.9345,-0.49455
2.194,-0.72391
2.5894,-0.58953
4.0229,-0.74409
4.7074,-0.68644
5.0315,-0.51866
5.3946,-0.58546
5.7618,-0.56737
6.1726,-0.62458
6.5685,-0.57974
7.0018,-0.618
7.3949,-0.58657
