14,0.5
8.7,1
5,1.2
2.5,2
0.5,3
-1,5
-0.7,7.5
-0.5,10.5
0.2,15
2.5,16
5,17
2.5,19.5
0,22
0.3,27
0.6,33
1,39
3.8,40.5
6,42
3.8,45
1.3,48
